"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-29","2017","05","29","","25.6","","14.1","","19.9","","0.0","","1.9","","1.4","","0.0","","1.4","","","","30","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-30","2017","05","30","","23.7","","11.9","","17.8","","0.2","","0.0","","10.2","","0.0","","10.2","","","","30","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-31","2017","05","31","","22.9","","11.2","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","24","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-01","2017","06","01","","18.3","","8.8","","13.6","","4.4","","0.0","","0.0","T","0.0","","0.0","T","","","29","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-02","2017","06","02","","21.1","","8.7","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","","","34","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-03","2017","06","03","","22.1","","10.4","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","35","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-04","2017","06","04","","21.0","","11.8","","16.4","","1.6","","0.0","","6.4","","0.0","","6.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-05","2017","06","05","","16.8","","12.2","","14.5","","3.5","","0.0","","0.2","","0.0","","0.2","","","","34","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-06","2017","06","06","","16.8","","10.6","","13.7","","4.3","","0.0","","3.2","","0.0","","3.2","","","","5","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-07","2017","06","07","","20.6","","8.3","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-08","2017","06","08","","23.8","","10.8","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-09","2017","06","09","","27.9","E","13.5","E","20.7","E","0.0","E","2.7","E","0.0","","0.0","","0.0","","","","25","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-10","2017","06","10","","30.2","","14.9","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","","","22","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-11","2017","06","11","","32.1","","21.6","","26.9","","0.0","","8.9","","0.0","","0.0","","0.0","","","","22","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-12","2017","06","12","","33.1","","20.1","","26.6","","0.0","","8.6","","0.0","","0.0","","0.0","","","","23","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-13","2017","06","13","","25.7","","17.8","","21.8","","0.0","","3.8","","1.0","","0.0","","1.0","","","","33","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-14","2017","06","14","","23.8","","15.1","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","10","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-15","2017","06","15","","20.3","","16.3","","18.3","","0.0","","0.3","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-16","2017","06","16","","31.0","","16.1","","23.6","","0.0","","5.6","","8.0","","0.0","","8.0","","","","31","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-17","2017","06","17","","27.5","","19.6","","23.6","","0.0","","5.6","","7.0","","0.0","","7.0","","","","30","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-18","2017","06","18","","29.8","","18.9","","24.4","","0.0","","6.4","","1.8","","0.0","","1.8","","","","23","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-19","2017","06","19","","26.7","","16.6","","21.7","","0.0","","3.7","","0.4","","0.0","","0.4","","","","26","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-20","2017","06","20","","23.9","","13.1","","18.5","","0.0","","0.5","","4.2","","0.0","","4.2","","","","29","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-21","2017","06","21","","23.5","","12.1","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","30","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-22","2017","06","22","","25.0","","13.4","","19.2","","0.0","","1.2","","4.2","","0.0","","4.2","","","","17","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-23","2017","06","23","","25.1","","17.7","","21.4","","0.0","","3.4","","36.2","","0.0","","36.2","","","","30","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-24","2017","06","24","","24.2","","14.7","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","29","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-25","2017","06","25","","21.6","","13.7","","17.7","","0.3","","0.0","","1.4","","0.0","","1.4","","","","23","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-26","2017","06","26","","21.7","","11.5","","16.6","","1.4","","0.0","","2.2","","0.0","","2.2","","","","28","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-27","2017","06","27","","20.8","","11.2","","16.0","","2.0","","0.0","","3.6","","0.0","","3.6","","","","30","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-28","2017","06","28","","25.1","","11.7","","18.4","","0.0","","0.4","","0.6","","0.0","","0.6","","","","23","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-29","2017","06","29","","27.8","","14.7","","21.3","","0.0","","3.3","","4.2","","0.0","","4.2","","","","24","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-06-30","2017","06","30","","28.3","","20.1","","24.2","","0.0","","6.2","","12.6","","0.0","","12.6","","","","25","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-01","2017","07","01","","26.3","","15.6","","21.0","","0.0","","3.0","","1.0","","0.0","","1.0","","","","27","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-02","2017","07","02","","27.3","","13.9","","20.6","","0.0","","2.6","","1.2","","0.0","","1.2","","","","26","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-03","2017","07","03","","25.5","","14.9","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","30","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-04","2017","07","04","","25.9","","14.7","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-05","2017","07","05","","27.2","","13.8","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-06","2017","07","06","","29.7","","16.6","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","17","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-07","2017","07","07","","29.2","","20.1","","24.7","","0.0","","6.7","","0.0","T","0.0","","0.0","T","","","1","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-08","2017","07","08","","24.6","","15.2","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","33","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-09","2017","07","09","","27.6","","15.3","","21.5","","0.0","","3.5","","0.2","","0.0","","0.2","","","","24","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-10","2017","07","10","","25.5","","18.0","","21.8","","0.0","","3.8","","0.0","T","0.0","","0.0","T","","","23","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-11","2017","07","11","","29.2","","17.2","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","24","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-12","2017","07","12","","27.0","","19.2","","23.1","","0.0","","5.1","","0.6","","0.0","","0.6","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-13","2017","07","13","","21.7","","15.8","","18.8","","0.0","","0.8","","2.2","","0.0","","2.2","","","","9","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-14","2017","07","14","","27.8","","17.4","","22.6","","0.0","","4.6","","0.6","","0.0","","0.6","","","","27","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-15","2017","07","15","","27.8","","18.0","","22.9","","0.0","","4.9","","0.0","","0.0","","0.0","","","","30","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-16","2017","07","16","","27.5","","16.9","","22.2","","0.0","","4.2","","0.0","T","0.0","","0.0","T","","","24","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-17","2017","07","17","","25.9","","19.3","","22.6","","0.0","","4.6","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-18","2017","07","18","","28.1","","17.4","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","","","15","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-19","2017","07","19","","31.8","","18.7","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","","","27","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-20","2017","07","20","","24.8","","15.8","","20.3","","0.0","","2.3","","19.4","","0.0","","19.4","","","","35","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-21","2017","07","21","","29.7","","18.8","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","32","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-22","2017","07","22","","23.8","","20.3","","22.1","","0.0","","4.1","","2.4","","0.0","","2.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-23","2017","07","23","","24.4","","20.2","","22.3","","0.0","","4.3","","0.0","T","0.0","","0.0","T","","","10","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-24","2017","07","24","","22.1","","16.0","","19.1","","0.0","","1.1","","0.0","T","0.0","","0.0","T","","","36","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-25","2017","07","25","","23.0","","15.4","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","1","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-26","2017","07","26","","21.7","","14.8","","18.3","","0.0","","0.3","","2.6","","0.0","","2.6","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-27","2017","07","27","","27.1","","17.9","","22.5","","0.0","","4.5","","5.4","","0.0","","5.4","","","","35","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-28","2017","07","28","","22.7","","15.9","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","6","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-29","2017","07","29","","27.5","","15.3","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","34","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-30","2017","07","30","","30.4","","18.1","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","35","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-07-31","2017","07","31","","31.3","","17.0","","24.2","","0.0","","6.2","","2.0","","0.0","","2.0","","","","2","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-01","2017","08","01","","28.6","","18.1","","23.4","","0.0","","5.4","","13.4","","0.0","","13.4","","","","21","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-02","2017","08","02","","29.6","","18.9","","24.3","","0.0","","6.3","","0.2","","0.0","","0.2","","","","31","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-03","2017","08","03","","27.3","","18.4","","22.9","","0.0","","4.9","","0.4","","0.0","","0.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-04","2017","08","04","","26.4","","15.6","","21.0","","0.0","","3.0","","29.6","","0.0","","29.6","","","","16","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-05","2017","08","05","","21.6","","12.7","","17.2","","0.8","","0.0","","0.2","","0.0","","0.2","","","","29","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-06","2017","08","06","","26.0","","11.8","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","23","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-07","2017","08","07","","21.7","","14.4","","18.1","","0.0","","0.1","","0.4","","0.0","","0.4","","","","34","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-08","2017","08","08","","25.9","","13.4","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","31","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-09","2017","08","09","","28.8","","16.2","","22.5","","0.0","","4.5","","0.0","T","0.0","","0.0","T","","","26","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-10","2017","08","10","","27.0","","17.6","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","15","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-11","2017","08","11","","25.0","","17.2","","21.1","","0.0","","3.1","","2.2","","0.0","","2.2","","","","21","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-12","2017","08","12","","25.7","","16.4","","21.1","","0.0","","3.1","","0.4","","0.0","","0.4","","","","34","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-13","2017","08","13","","26.6","","13.4","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-14","2017","08","14","","26.1","","16.7","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-15","2017","08","15","","27.5","","16.2","","21.9","","0.0","","3.9","","1.4","","0.0","","1.4","","","","36","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-16","2017","08","16","","23.9","","16.2","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-17","2017","08","17","","23.7","","16.8","","20.3","","0.0","","2.3","","14.6","","0.0","","14.6","","","","11","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-18","2017","08","18","","26.8","","19.9","","23.4","","0.0","","5.4","","0.0","T","0.0","","0.0","T","","","26","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-19","2017","08","19","","24.6","","16.4","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","29","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-20","2017","08","20","","28.6","","15.6","","22.1","","0.0","","4.1","","0.0","","0.0","","0.0","","","","25","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-21","2017","08","21","","30.0","","18.6","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-22","2017","08","22","","26.3","","14.2","","20.3","","0.0","","2.3","","8.0","","0.0","","8.0","","","","29","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-23","2017","08","23","","23.3","","11.7","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-24","2017","08","24","","20.4","","10.8","","15.6","","2.4","","0.0","","0.0","T","0.0","","0.0","T","","","35","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-25","2017","08","25","","21.7","","11.0","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-26","2017","08","26","","22.4","","10.3","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-27","2017","08","27","","22.8","","10.7","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","12","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-28","2017","08","28","","23.0","","15.8","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","14","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-29","2017","08","29","","23.1","","15.2","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-30","2017","08","30","","24.7","","13.3","","19.0","","0.0","","1.0","","0.2","","0.0","","0.2","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-08-31","2017","08","31","","19.3","","9.7","","14.5","","3.5","","0.0","","3.8","","0.0","","3.8","","","","34","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-01","2017","09","01","","18.0","","7.4","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-02","2017","09","02","","20.0","","7.3","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","11","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-03","2017","09","03","","21.4","","14.3","","17.9","","0.1","","0.0","","8.8","","0.0","","8.8","","","","28","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-04","2017","09","04","","26.7","","13.9","","20.3","","0.0","","2.3","","8.6","","0.0","","8.6","","","","23","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-05","2017","09","05","","21.4","","12.7","","17.1","","0.9","","0.0","","4.6","","0.0","","4.6","","","","32","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-06","2017","09","06","","21.0","","11.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-07","2017","09","07","","20.3","","9.6","","15.0","","3.0","","0.0","","4.2","","0.0","","4.2","","","","30","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-08","2017","09","08","","18.5","","9.5","","14.0","","4.0","","0.0","","0.0","T","0.0","","0.0","T","","","1","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-09","2017","09","09","","17.9","","7.7","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","2","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-10","2017","09","10","","19.1","","8.2","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-11","2017","09","11","","22.6","","8.4","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-12","2017","09","12","","24.4","","9.8","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-13","2017","09","13","","24.9","","11.4","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-14","2017","09","14","","27.6","","15.4","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","","","32","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-15","2017","09","15","","26.2","","17.1","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-16","2017","09","16","","27.3","","15.0","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-17","2017","09","17","","26.9","","15.2","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-18","2017","09","18","","27.7","","15.8","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-19","2017","09","19","","27.3","","18.6","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","","","20","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-20","2017","09","20","","25.8","","17.9","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-21","2017","09","21","","27.4","","15.8","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-22","2017","09","22","","27.1","","16.7","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-23","2017","09","23","","33.1","","17.7","","25.4","","0.0","","7.4","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-24","2017","09","24","","33.6","","19.4","","26.5","","0.0","","8.5","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-25","2017","09","25","","31.5","","20.1","","25.8","","0.0","","7.8","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-26","2017","09","26","","31.1","","20.0","","25.6","","0.0","","7.6","","0.0","","0.0","","0.0","","","","15","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-27","2017","09","27","","30.2","","13.8","","22.0","","0.0","","4.0","","0.0","T","0.0","","0.0","T","","","28","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-28","2017","09","28","","18.9","","8.2","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","32","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-29","2017","09","29","","18.2","","8.3","","13.3","","4.7","","0.0","","3.6","","0.0","","3.6","","","","28","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-09-30","2017","09","30","","15.0","","6.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","35","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-01","2017","10","01","","17.6","","4.1","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-02","2017","10","02","","20.0","","6.9","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-03","2017","10","03","","24.0","","7.9","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-04","2017","10","04","","26.5","","11.4","","19.0","","0.0","","1.0","","3.6","","0.0","","3.6","","","","32","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-05","2017","10","05","","23.2","","8.6","","15.9","","2.1","","0.0","","0.0","T","0.0","","0.0","T","","","28","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-06","2017","10","06","","21.1","","13.5","","17.3","","0.7","","0.0","","1.4","","0.0","","1.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-07","2017","10","07","","27.5","","16.8","","22.2","","0.0","","4.2","","4.8","","0.0","","4.8","","","","22","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-08","2017","10","08","","24.9","","16.8","","20.9","","0.0","","2.9","","0.6","","0.0","","0.6","","","","24","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-09","2017","10","09","","22.0","","13.9","","18.0","","0.0","","0.0","","11.8","","0.0","","11.8","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-10","2017","10","10","","23.0","","11.2","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","36","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-11","2017","10","11","","13.5","","7.5","","10.5","","7.5","","0.0","","2.8","","0.0","","2.8","","","","6","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-12","2017","10","12","","15.0","","8.0","","11.5","","6.5","","0.0","","0.0","T","0.0","","0.0","T","","","7","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-13","2017","10","13","","18.8","","12.2","","15.5","","2.5","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-14","2017","10","14","","18.8","","12.1","","15.5","","2.5","","0.0","","8.8","","0.0","","8.8","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-15","2017","10","15","","24.4","","7.5","","16.0","","2.0","","0.0","","7.8","","0.0","","7.8","","","","27","","102",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-16","2017","10","16","","10.4","","2.8","","6.6","","11.4","","0.0","","0.0","T","0.0","","0.0","T","","","1","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-17","2017","10","17","","19.6","","2.5","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","22","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-18","2017","10","18","","21.8","","10.2","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","23","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-19","2017","10","19","","20.9","","7.3","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","26","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-20","2017","10","20","","22.0","","7.4","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","19","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-21","2017","10","21","","21.1","","9.7","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-22","2017","10","22","","22.6","E","8.5","E","15.6","E","2.4","E","0.0","E","","M","","M","0.0","E","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-23","2017","10","23","","19.5","","14.3","","16.9","","1.1","","0.0","","9.2","","0.0","","9.2","","","","17","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-24","2017","10","24","","16.8","","8.5","","12.7","","5.3","","0.0","","1.0","","0.0","","1.0","","","","20","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-25","2017","10","25","","12.2","","2.4","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","23","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-26","2017","10","26","","12.1","","1.7","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","26","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-27","2017","10","27","","14.9","","2.7","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","","","14","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-28","2017","10","28","","12.0","","2.8","","7.4","","10.6","","0.0","","5.4","","0.0","","5.4","","","","26","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-29","2017","10","29","","8.7","","3.9","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","32","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-10-30","2017","10","30","","9.2","","4.6","","6.9","","11.1","","0.0","","0.0","T","0.0","","0.0","T","","","30","","63",""
