"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-14","2017","01","14","","-3.3","","-9.1","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-15","2017","01","15","","-0.1","","-7.2","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-16","2017","01","16","","2.6","","-6.3","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","T","26","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-17","2017","01","17","","1.7","","-0.3","","0.7","","17.3","","0.0","","12.2","","0.0","","12.2","","0","T","9","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-18","2017","01","18","","3.3","","0.7","","2.0","","16.0","","0.0","","0.4","","0.0","","0.4","","0","T","23","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-19","2017","01","19","","2.9","","0.9","","1.9","","16.1","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-20","2017","01","20","","3.7","","0.7","","2.2","","15.8","","0.0","","0.2","","0.0","","0.2","","0","T","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-21","2017","01","21","","6.3","","2.0","","4.2","","13.8","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-22","2017","01","22","","5.4","","1.8","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","","","9","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-23","2017","01","23","","3.9","","0.5","","2.2","","15.8","","0.0","","0.0","T","0.0","","0.0","T","","","9","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-24","2017","01","24","","1.4","","-0.7","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-25","2017","01","25","","4.9","","-0.6","","2.2","","15.8","","0.0","","1.0","","0.0","T","1.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-26","2017","01","26","","4.0","","0.2","","2.1","","15.9","","0.0","","1.8","","0.0","T","1.8","","","","29","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-27","2017","01","27","","1.8","","-1.6","","0.1","","17.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-28","2017","01","28","","-0.9","","-2.5","","-1.7","","19.7","","0.0","","0.0","","0.6","","0.4","","0","T","25","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-29","2017","01","29","","-1.8","","-7.1","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-30","2017","01","30","","-4.6","","-10.9","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","0","T","32","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-01-31","2017","01","31","","-2.1","","-6.0","","-4.1","","22.1","","0.0","","0.0","","2.4","","2.4","","0","T","10","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-01","2017","02","01","","2.3","","-4.6","","-1.2","","19.2","","0.0","","0.0","","0.4","","0.4","","2","","28","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-02","2017","02","02","","-2.9","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-03","2017","02","03","","-4.9","","-9.2","","-7.1","","25.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","26","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-04","2017","02","04","","-2.4","","-8.9","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","24","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-05","2017","02","05","","0.4","","-3.3","","-1.5","","19.5","","0.0","","0.0","","0.8","","0.8","","0","T","29","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-06","2017","02","06","","1.7","","-6.1","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-07","2017","02","07","","4.2","","-1.5","","1.4","","16.6","","0.0","","15.4","","0.0","","15.4","","0","T","27","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-08","2017","02","08","","3.7","","-7.9","","-2.1","","20.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-09","2017","02","09","","-4.4","","-12.0","","-8.2","","26.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","28","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-10","2017","02","10","","-2.0","","-8.0","","-5.0","","23.0","","0.0","","0.0","","3.8","","3.8","","0","T","25","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-11","2017","02","11","","3.7","","-3.9","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","3","","10","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-12","2017","02","12","","1.8","","-4.7","","-1.5","","19.5","","0.0","","0.0","","15.6","","14.2","","3","","30","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-13","2017","02","13","","-1.3","","-6.3","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","14","","30","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-14","2017","02","14","","4.4","","-7.4","","-1.5","","19.5","","0.0","","0.0","T","0.0","","0.0","T","11","","25","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-15","2017","02","15","","1.7","","-6.1","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-16","2017","02","16","","-3.3","","-9.7","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","2","","32","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-17","2017","02","17","","0.3","","-6.7","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-18","2017","02","18","","11.9","","-3.5","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","2","","26","","65",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-19","2017","02","19","","11.5","","1.6","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","29","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-20","2017","02","20","","5.1","","-0.6","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","11","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-21","2017","02","21","","5.6","","0.6","","3.1","","14.9","","0.0","","1.4","","0.0","","1.4","","","","11","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-22","2017","02","22","","8.1","","3.1","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-23","2017","02","23","","17.7","","4.1","","10.9","","7.1","","0.0","","0.0","T","0.0","","0.0","T","","","26","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-24","2017","02","24","","5.3","","3.0","","4.2","","13.8","","0.0","","6.8","","0.0","","6.8","","","","10","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-25","2017","02","25","","8.4","","-3.4","","2.5","","15.5","","0.0","","11.6","","0.2","","11.8","","0","T","26","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-26","2017","02","26","","2.8","","-4.2","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-27","2017","02","27","","8.8","","0.9","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","27","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-02-28","2017","02","28","","9.3","","1.5","","5.4","","12.6","","0.0","","3.2","","0.0","","3.2","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-01","2017","03","01","","14.0","","-4.1","","5.0","","13.0","","0.0","","19.8","","0.0","T","19.8","","0","T","26","","82",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-02","2017","03","02","","-2.3","","-7.4","","-4.9","","22.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-03","2017","03","03","","-5.2","","-9.7","","-7.5","","25.5","","0.0","","0.0","","0.2","","0.2","","0","T","30","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-04","2017","03","04","","-6.8","","-12.3","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","2","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-05","2017","03","05","","-1.8","","-12.4","","-7.1","","25.1","","0.0","","0.0","","0.0","","0.0","","","","10","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-06","2017","03","06","","6.4","","-2.0","","2.2","","15.8","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-07","2017","03","07","","13.3","","5.0","","9.2","","8.8","","0.0","","","M","","M","","M","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-08","2017","03","08","","9.9","","0.9","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","25","","89",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-09","2017","03","09","","2.7","","-2.0","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","29","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-10","2017","03","10","","-1.4","","-10.2","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","","","28","","82",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-11","2017","03","11","","-5.9","","-13.3","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","74",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-12","2017","03","12","","-4.4","","-13.4","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-13","2017","03","13","","-6.1","","-11.4","","-8.8","","26.8","","0.0","","0.0","","1.8","","1.8","","0","T","4","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-14","2017","03","14","","-7.8","","-11.5","","-9.7","","27.7","","0.0","","0.0","","1.4","","1.4","","2","","35","","70",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-15","2017","03","15","","-2.5","","-9.9","","-6.2","","24.2","","0.0","","0.0","","1.2","","0.8","","3","","32","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-16","2017","03","16","","2.0","","-7.4","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","1","","28","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-17","2017","03","17","","5.8","","-7.3","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","","16","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-18","2017","03","18","","2.5","","-0.4","","1.1","","16.9","","0.0","","0.0","","0.4","","1.0","","0","T","7","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-19","2017","03","19","","7.2","","-0.7","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-20","2017","03","20","","6.6","","-1.3","","2.7","","15.3","","0.0","","0.0","T","0.0","","0.0","T","","","22","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-21","2017","03","21","","12.0","","-4.2","","3.9","","14.1","","0.0","","0.0","","0.0","T","0.0","T","","","30","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-22","2017","03","22","","-1.8","","-8.8","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","","","34","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-23","2017","03","23","","2.8","","-8.7","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","","","12","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-24","2017","03","24","","15.3","","0.6","","8.0","","10.0","","0.0","","7.6","","0.0","","7.6","","","","36","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-25","2017","03","25","","3.9","","1.1","","2.5","","15.5","","0.0","","7.8","","0.0","","7.8","","","","9","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-26","2017","03","26","","5.9","","0.5","","3.2","","14.8","","0.0","","3.0","","0.0","","3.0","","","","10","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-27","2017","03","27","","16.3","","5.9","","11.1","","6.9","","0.0","","2.2","","0.0","","2.2","","","","26","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-28","2017","03","28","","9.8","","2.0","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","33","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-29","2017","03","29","","10.6","","0.4","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","20","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-30","2017","03","30","","3.5","","0.2","","1.9","","16.1","","0.0","","6.2","","1.8","","11.6","","0","T","7","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-03-31","2017","03","31","","3.9","","1.3","","2.6","","15.4","","0.0","","10.0","","0.0","","10.0","","0","T","10","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-01","2017","04","01","","11.0","","1.4","","6.2","","11.8","","0.0","","0.0","T","0.0","","0.0","T","","","33","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-02","2017","04","02","","15.9","","1.7","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","25","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-03","2017","04","03","","12.0","","5.9","","9.0","","9.0","","0.0","","6.0","","0.0","","6.0","","","","11","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-04","2017","04","04","","12.0","","4.5","","8.3","","9.7","","0.0","","11.8","","0.0","","11.8","","","","26","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-05","2017","04","05","","9.5","","4.5","","7.0","","11.0","","0.0","","0.2","","0.0","","0.2","","","","7","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-06","2017","04","06","","7.4","","0.8","","4.1","","13.9","","0.0","","27.8","","0.4","","28.2","","0","T","33","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-07","2017","04","07","","5.3","","-0.6","","2.4","","15.6","","0.0","","0.0","","1.6","","1.6","","1","","33","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-08","2017","04","08","","13.2","","-0.2","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","25","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-09","2017","04","09","","20.3","","4.0","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","19","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-10","2017","04","10","","23.2","","10.2","","16.7","","1.3","","0.0","","4.0","","0.0","","4.0","","","","24","","85",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-11","2017","04","11","","20.2","","8.1","","14.2","","3.8","","0.0","","1.8","","0.0","","1.8","","","","26","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-12","2017","04","12","","8.1","","1.3","","4.7","","13.3","","0.0","","0.0","T","0.0","","0.0","T","","","27","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-13","2017","04","13","","13.9","","1.2","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","4","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-14","2017","04","14","","14.9","","3.2","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-15","2017","04","15","","20.1","","3.5","","11.8","","6.2","","0.0","","5.6","","0.0","","5.6","","","","23","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-16","2017","04","16","","22.4","","10.1","","16.3","","1.7","","0.0","","2.6","","0.0","","2.6","","","","26","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-17","2017","04","17","","12.2","","0.8","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","34","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-18","2017","04","18","","9.5","","-0.2","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","14","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-19","2017","04","19","","21.9","","6.0","","14.0","","4.0","","0.0","","0.6","","0.0","","0.6","","","","32","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-20","2017","04","20","","8.3","","4.6","","6.5","","11.5","","0.0","","25.0","","0.0","","25.0","","","","11","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-21","2017","04","21","","12.3","","5.8","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","","","27","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-22","2017","04","22","","13.4","","4.1","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","","","1","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-23","2017","04","23","","20.3","","2.3","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","32","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-24","2017","04","24","","12.8","","5.6","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","9","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-25","2017","04","25","","10.9","","5.7","","8.3","","9.7","","0.0","","4.0","","0.0","","4.0","","","","9","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-26","2017","04","26","","16.7","","8.1","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-27","2017","04","27","","25.7","","8.7","","17.2","","0.8","","0.0","","5.4","","0.0","","5.4","","","","24","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-28","2017","04","28","","19.0","","7.9","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","24","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-29","2017","04","29","","14.6","","6.1","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","35","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-04-30","2017","04","30","","7.9","","3.5","","5.7","","12.3","","0.0","","14.0","","0.0","","14.0","","","","11","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-01","2017","05","01","","15.2","","5.0","","10.1","","7.9","","0.0","","19.2","","0.0","","19.2","","","","23","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-02","2017","05","02","","11.0","","6.1","","8.6","","9.4","","0.0","","1.2","","0.0","","1.2","","","","25","","74",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-03","2017","05","03","","14.7","","4.2","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","30","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-04","2017","05","04","","10.5","","4.5","","7.5","","10.5","","0.0","","20.2","","0.0","","20.2","","","","8","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-05","2017","05","05","","9.7","","6.1","","7.9","","10.1","","0.0","","22.2","","0.0","","22.2","","","","1","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-06","2017","05","06","","7.4","","4.7","","6.1","","11.9","","0.0","","1.2","","0.0","","1.2","","","","32","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-07","2017","05","07","","10.6","","3.4","","7.0","","11.0","","0.0","","0.4","","0.0","","0.4","","","","35","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-08","2017","05","08","","11.6","","2.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","28","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-09","2017","05","09","","11.2","","2.2","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","19","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-10","2017","05","10","","11.2","","4.1","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-11","2017","05","11","","14.2","","6.6","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","9","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-12","2017","05","12","","15.1","","5.6","","10.4","","7.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-13","2017","05","13","","16.5","","8.1","","12.3","","5.7","","0.0","","1.0","","0.0","","1.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-14","2017","05","14","","17.6","","6.1","","11.9","","6.1","","0.0","","1.4","","0.0","","1.4","","","","28","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-15","2017","05","15","","19.9","","6.3","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","33","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-16","2017","05","16","","15.9","","8.0","","12.0","","6.0","","0.0","","0.8","","0.0","","0.8","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-17","2017","05","17","","29.8","","9.4","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","22","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-18","2017","05","18","","30.1","","16.7","","23.4","","0.0","","5.4","","2.0","","0.0","","2.0","","","","22","","76",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-19","2017","05","19","","17.2","","8.5","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","","","34","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-20","2017","05","20","","16.0","","7.4","","11.7","","6.3","","0.0","","0.0","T","0.0","","0.0","T","","","11","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-21","2017","05","21","","13.4","","10.2","","11.8","","6.2","","0.0","","11.8","","0.0","","11.8","","","","9","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-22","2017","05","22","","18.0","","9.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-23","2017","05","23","","22.7","","9.2","","16.0","","2.0","","0.0","","0.4","","0.0","","0.4","","","","26","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-24","2017","05","24","","23.0","","13.1","","18.1","","0.0","","0.1","","0.8","","0.0","","0.8","","","","9","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-25","2017","05","25","","15.6","","10.8","","13.2","","4.8","","0.0","","44.6","","0.0","","44.6","","","","10","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-26","2017","05","26","","18.2","","12.1","","15.2","","2.8","","0.0","","3.8","","0.0","","3.8","","","","34","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-27","2017","05","27","","19.3","","11.7","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-79.63","43.68","TORONTO INTL A","6158731","2017-05-28","2017","05","28","","21.4","","10.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","9","","33",""
