S2E1,Meadow Lake,#FFFFFF,Titanium White
S2E1,Meadow Lake,#8A3324,Burnt Umber
S2E2,Winter Sun ,#0A3410,Sap Green
S2E2,Winter Sun ,#4E1500,Alizarin Crimson
S2E2,Winter Sun ,#221B15,Van Dyke Brown
S2E2,Winter Sun ,#021E44,Prussian Blue
S2E2,Winter Sun ,#0C0040,Phthalo Blue
S2E2,Winter Sun ,#102E3C,Phthalo Green
S2E2,Winter Sun ,#FFEC00,Cadmium Yellow
S2E2,Winter Sun ,#C79B00,Yellow Ochre
S2E2,Winter Sun ,#FFB800,Indian Yellow
S2E2,Winter Sun ,#DB0000,Bright Red
S2E2,Winter Sun ,#FFFFFF,Titanium White
S2E2,Winter Sun ,#8A3324,Burnt Umber
S2E3,Ebony Sea,#0A3410,Sap Green
S2E3,Ebony Sea,#4E1500,Alizarin Crimson
S2E3,Ebony Sea,#221B15,Van Dyke Brown
S2E3,Ebony Sea,#021E44,Prussian Blue
S2E3,Ebony Sea,#0C0040,Phthalo Blue
S2E3,Ebony Sea,#102E3C,Phthalo Green
S2E3,Ebony Sea,#FFEC00,Cadmium Yellow
S2E3,Ebony Sea,#C79B00,Yellow Ochre
S2E3,Ebony Sea,#FFB800,Indian Yellow
S2E3,Ebony Sea,#DB0000,Bright Red
S2E3,Ebony Sea,#FFFFFF,Titanium White
S2E3,Ebony Sea,#000000,Black Gesso
S2E3,Ebony Sea,#8A3324,Burnt Umber
S2E4,Shades of Grey,#221B15,Van Dyke Brown
S2E4,Shades of Grey,#021E44,Prussian Blue
S2E4,Shades of Grey,#FFFFFF,Titanium White
S2E5,Autumn Splendor,#0A3410,Sap Green
S2E5,Autumn Splendor,#4E1500,Alizarin Crimson
S2E5,Autumn Splendor,#221B15,Van Dyke Brown
S2E5,Autumn Splendor,#021E44,Prussian Blue
S2E5,Autumn Splendor,#0C0040,Phthalo Blue
S2E5,Autumn Splendor,#102E3C,Phthalo Green
S2E5,Autumn Splendor,#FFEC00,Cadmium Yellow
S2E5,Autumn Splendor,#C79B00,Yellow Ochre
S2E5,Autumn Splendor,#DB0000,Bright Red
S2E5,Autumn Splendor,#FFFFFF,Titanium White
S2E5,Autumn Splendor,#8A3324,Burnt Umber
S2E6,Black River,#0A3410,Sap Green
S2E6,Black River,#4E1500,Alizarin Crimson
S2E6,Black River,#221B15,Van Dyke Brown
S2E6,Black River,#021E44,Prussian Blue
S2E6,Black River,#0C0040,Phthalo Blue
S2E6,Black River,#102E3C,Phthalo Green
S2E6,Black River,#FFEC00,Cadmium Yellow
S2E6,Black River,#C79B00,Yellow Ochre
S2E6,Black River,#DB0000,Bright Red
S2E6,Black River,#FFFFFF,Titanium White
S2E6,Black River,#8A3324,Burnt Umber
S2E7,Brown Mountain,#0A3410,Sap Green
S2E7,Brown Mountain,#4E1500,Alizarin Crimson
S2E7,Brown Mountain,#221B15,Van Dyke Brown
S2E7,Brown Mountain,#021E44,Prussian Blue
S2E7,Brown Mountain,#0C0040,Phthalo Blue
S2E7,Brown Mountain,#102E3C,Phthalo Green
S2E7,Brown Mountain,#FFEC00,Cadmium Yellow
S2E7,Brown Mountain,#C79B00,Yellow Ochre
S2E7,Brown Mountain,#DB0000,Bright Red
S2E7,Brown Mountain,#FFFFFF,Titanium White
S2E7,Brown Mountain,#8A3324,Burnt Umber
S2E8,Reflections ,#0A3410,Sap Green
S2E8,Reflections ,#4E1500,Alizarin Crimson
S2E8,Reflections ,#221B15,Van Dyke Brown
S2E8,Reflections ,#021E44,Prussian Blue
S2E8,Reflections ,#0C0040,Phthalo Blue
S2E8,Reflections ,#102E3C,Phthalo Green
S2E8,Reflections ,#FFEC00,Cadmium Yellow
S2E8,Reflections ,#C79B00,Yellow Ochre
S2E8,Reflections ,#FFB800,Indian Yellow
S2E8,Reflections ,#DB0000,Bright Red
S2E8,Reflections ,#FFFFFF,Titanium White
S2E8,Reflections ,#8A3324,Burnt Umber
S2E9,Black and White Seascape,#0A3410,Sap Green
S2E9,Black and White Seascape,#4E1500,Alizarin Crimson
S2E9,Black and White Seascape,#221B15,Van Dyke Brown
S2E9,Black and White Seascape,#021E44,Prussian Blue
S2E9,Black and White Seascape,#0C0040,Phthalo Blue
S2E9,Black and White Seascape,#102E3C,Phthalo Green
S2E9,Black and White Seascape,#FFEC00,Cadmium Yellow
S2E9,Black and White Seascape,#C79B00,Yellow Ochre
S2E9,Black and White Seascape,#FFB800,Indian Yellow
S2E9,Black and White Seascape,#DB0000,Bright Red
S2E9,Black and White Seascape,#FFFFFF,Titanium White
S2E9,Black and White Seascape,#000000,Black Gesso
S2E10,Lazy River,#0A3410,Sap Green
S2E10,Lazy River,#4E1500,Alizarin Crimson
S2E10,Lazy River,#221B15,Van Dyke Brown
S2E10,Lazy River,#021E44,Prussian Blue
S2E10,Lazy River,#0C0040,Phthalo Blue
S2E10,Lazy River,#102E3C,Phthalo Green
S2E10,Lazy River,#FFEC00,Cadmium Yellow
S2E10,Lazy River,#C79B00,Yellow Ochre
S2E10,Lazy River,#FFB800,Indian Yellow
S2E10,Lazy River,#DB0000,Bright Red
S2E10,Lazy River,#FFFFFF,Titanium White
S2E10,Lazy River,#8A3324,Burnt Umber
S2E11,Black Waterfall,#0A3410,Sap Green
S2E11,Black Waterfall,#4E1500,Alizarin Crimson
S2E11,Black Waterfall,#221B15,Van Dyke Brown
S2E11,Black Waterfall,#021E44,Prussian Blue
S2E11,Black Waterfall,#0C0040,Phthalo Blue
S2E11,Black Waterfall,#102E3C,Phthalo Green
S2E11,Black Waterfall,#FFEC00,Cadmium Yellow
S2E11,Black Waterfall,#C79B00,Yellow Ochre
S2E11,Black Waterfall,#FFB800,Indian Yellow
S2E11,Black Waterfall,#FFFFFF,Titanium White
S2E11,Black Waterfall,#000000,Black Gesso
S2E11,Black Waterfall,#8A3324,Burnt Umber
S2E12,Mountain Waterfall,#0A3410,Sap Green
S2E12,Mountain Waterfall,#4E1500,Alizarin Crimson
S2E12,Mountain Waterfall,#221B15,Van Dyke Brown
S2E12,Mountain Waterfall,#021E44,Prussian Blue
S2E12,Mountain Waterfall,#0C0040,Phthalo Blue
S2E12,Mountain Waterfall,#102E3C,Phthalo Green
S2E12,Mountain Waterfall,#FFEC00,Cadmium Yellow
S2E12,Mountain Waterfall,#C79B00,Yellow Ochre
S2E12,Mountain Waterfall,#FFB800,Indian Yellow
S2E12,Mountain Waterfall,#DB0000,Bright Red
S2E12,Mountain Waterfall,#FFFFFF,Titanium White
S2E12,Mountain Waterfall,#8A3324,Burnt Umber
S2E13,Final Grace,#0A3410,Sap Green
S2E13,Final Grace,#4E1500,Alizarin Crimson
S2E13,Final Grace,#221B15,Van Dyke Brown
S2E13,Final Grace,#021E44,Prussian Blue
S2E13,Final Grace,#0C0040,Phthalo Blue
S2E13,Final Grace,#102E3C,Phthalo Green
S2E13,Final Grace,#FFEC00,Cadmium Yellow
S2E13,Final Grace,#C79B00,Yellow Ochre
S2E13,Final Grace,#FFB800,Indian Yellow
S2E13,Final Grace,#DB0000,Bright Red
S2E13,Final Grace,#FFFFFF,Titanium White
S2E13,Final Grace,#8A3324,Burnt Umber
S3E1,Mountain Retreat,#0A3410,Sap Green
S3E1,Mountain Retreat,#4E1500,Alizarin Crimson
S3E1,Mountain Retreat,#221B15,Van Dyke Brown
S3E1,Mountain Retreat,#021E44,Prussian Blue
S3E1,Mountain Retreat,#0C0040,Phthalo Blue
S3E1,Mountain Retreat,#102E3C,Phthalo Green
S3E1,Mountain Retreat,#FFEC00,Cadmium Yellow
S3E1,Mountain Retreat,#C79B00,Yellow Ochre
S3E1,Mountain Retreat,#FFB800,Indian Yellow
S3E1,Mountain Retreat,#DB0000,Bright Red
S3E1,Mountain Retreat,#FFFFFF,Titanium White
S3E1,Mountain Retreat,#8A3324,Burnt Umber
S3E2,Blue Moon,#0A3410,Sap Green
S3E2,Blue Moon,#4E1500,Alizarin Crimson
S3E2,Blue Moon,#221B15,Van Dyke Brown
S3E2,Blue Moon,#021E44,Prussian Blue
S3E2,Blue Moon,#0C0040,Phthalo Blue
S3E2,Blue Moon,#102E3C,Phthalo Green
S3E2,Blue Moon,#FFEC00,Cadmium Yellow
S3E2,Blue Moon,#C79B00,Yellow Ochre
S3E2,Blue Moon,#FFB800,Indian Yellow
S3E2,Blue Moon,#DB0000,Bright Red
S3E2,Blue Moon,#FFFFFF,Titanium White
S3E2,Blue Moon,#8A3324,Burnt Umber
S3E3,Bubbling Stream,#0A3410,Sap Green
S3E3,Bubbling Stream,#4E1500,Alizarin Crimson
S3E3,Bubbling Stream,#221B15,Van Dyke Brown
S3E3,Bubbling Stream,#021E44,Prussian Blue
S3E3,Bubbling Stream,#0C0040,Phthalo Blue
S3E3,Bubbling Stream,#102E3C,Phthalo Green
S3E3,Bubbling Stream,#FFEC00,Cadmium Yellow
S3E3,Bubbling Stream,#C79B00,Yellow Ochre
S3E3,Bubbling Stream,#FFB800,Indian Yellow
S3E3,Bubbling Stream,#DB0000,Bright Red
S3E3,Bubbling Stream,#FFFFFF,Titanium White
S3E3,Bubbling Stream,#8A3324,Burnt Umber
S3E4,Winter Night,#4E1500,Alizarin Crimson
S3E4,Winter Night,#221B15,Van Dyke Brown
S3E4,Winter Night,#102E3C,Phthalo Green
S3E4,Winter Night,#FFEC00,Cadmium Yellow
S3E4,Winter Night,#DB0000,Bright Red
S3E4,Winter Night,#FFFFFF,Titanium White
S3E4,Winter Night,#000000,Liquid Black
S3E5,Distant Hills,#0A3410,Sap Green
S3E5,Distant Hills,#4E1500,Alizarin Crimson
S3E5,Distant Hills,#221B15,Van Dyke Brown
S3E5,Distant Hills,#FFEC00,Cadmium Yellow
S3E5,Distant Hills,#C79B00,Yellow Ochre
S3E5,Distant Hills,#FFFFFF,Titanium White
S3E5,Distant Hills,#8A3324,Burnt Umber
S3E6,Covered Bridge,#0A3410,Sap Green
S3E6,Covered Bridge,#4E1500,Alizarin Crimson
S3E6,Covered Bridge,#221B15,Van Dyke Brown
S3E6,Covered Bridge,#000000,Midnight Black
S3E6,Covered Bridge,#021E44,Prussian Blue
S3E6,Covered Bridge,#FFEC00,Cadmium Yellow
S3E6,Covered Bridge,#C79B00,Yellow Ochre
S3E6,Covered Bridge,#DB0000,Bright Red
S3E6,Covered Bridge,#FFFFFF,Titanium White
S3E6,Covered Bridge,#8A3324,Burnt Umber
S3E7,Quiet Inlet,#0A3410,Sap Green
S3E7,Quiet Inlet,#4E1500,Alizarin Crimson
S3E7,Quiet Inlet,#221B15,Van Dyke Brown
S3E7,Quiet Inlet,#021E44,Prussian Blue
S3E7,Quiet Inlet,#0C0040,Phthalo Blue
S3E7,Quiet Inlet,#102E3C,Phthalo Green
S3E7,Quiet Inlet,#FFEC00,Cadmium Yellow
S3E7,Quiet Inlet,#C79B00,Yellow Ochre
S3E7,Quiet Inlet,#FFFFFF,Titanium White
S3E7,Quiet Inlet,#8A3324,Burnt Umber
S3E8,Night Light,#0A3410,Sap Green
S3E8,Night Light,#4E1500,Alizarin Crimson
S3E8,Night Light,#221B15,Van Dyke Brown
S3E8,Night Light,#102E3C,Phthalo Green
S3E8,Night Light,#FFEC00,Cadmium Yellow
S3E8,Night Light,#C79B00,Yellow Ochre
S3E8,Night Light,#FFFFFF,Titanium White
S3E8,Night Light,#000000,Black Gesso
S3E8,Night Light,#8A3324,Burnt Umber
S3E9,The Old Mill,#0A3410,Sap Green
S3E9,The Old Mill,#4E1500,Alizarin Crimson
S3E9,The Old Mill,#221B15,Van Dyke Brown
S3E9,The Old Mill,#021E44,Prussian Blue
S3E9,The Old Mill,#0C0040,Phthalo Blue
S3E9,The Old Mill,#FFEC00,Cadmium Yellow
S3E9,The Old Mill,#C79B00,Yellow Ochre
S3E9,The Old Mill,#DB0000,Bright Red
S3E9,The Old Mill,#FFFFFF,Titanium White
S3E9,The Old Mill,#8A3324,Burnt Umber
S3E10,Campfire,#4E1500,Alizarin Crimson
S3E10,Campfire,#221B15,Van Dyke Brown
S3E10,Campfire,#FFEC00,Cadmium Yellow
S3E10,Campfire,#C79B00,Yellow Ochre
S3E10,Campfire,#FFB800,Indian Yellow
S3E10,Campfire,#DB0000,Bright Red
S3E10,Campfire,#000000,Black Gesso
S3E10,Campfire,#8A3324,Burnt Umber
S3E11,Rustic Barn,#0A3410,Sap Green
S3E11,Rustic Barn,#4E1500,Alizarin Crimson
S3E11,Rustic Barn,#221B15,Van Dyke Brown
S3E11,Rustic Barn,#021E44,Prussian Blue
S3E11,Rustic Barn,#0C0040,Phthalo Blue
S3E11,Rustic Barn,#102E3C,Phthalo Green
S3E11,Rustic Barn,#FFEC00,Cadmium Yellow
S3E11,Rustic Barn,#C79B00,Yellow Ochre
S3E11,Rustic Barn,#FFB800,Indian Yellow
S3E11,Rustic Barn,#DB0000,Bright Red
S3E11,Rustic Barn,#FFFFFF,Titanium White
S3E11,Rustic Barn,#8A3324,Burnt Umber
S3E12,Hidden Lake,#0A3410,Sap Green
S3E12,Hidden Lake,#4E1500,Alizarin Crimson
S3E12,Hidden Lake,#221B15,Van Dyke Brown
S3E12,Hidden Lake,#021E44,Prussian Blue
S3E12,Hidden Lake,#0C0040,Phthalo Blue
S3E12,Hidden Lake,#FFEC00,Cadmium Yellow
S3E12,Hidden Lake,#C79B00,Yellow Ochre
S3E12,Hidden Lake,#DB0000,Bright Red
S3E12,Hidden Lake,#FFFFFF,Titanium White
S3E12,Hidden Lake,#8A3324,Burnt Umber
S3E13,Peaceful Waters,#0A3410,Sap Green
S3E13,Peaceful Waters,#4E1500,Alizarin Crimson
S3E13,Peaceful Waters,#221B15,Van Dyke Brown
S3E13,Peaceful Waters,#021E44,Prussian Blue
S3E13,Peaceful Waters,#0C0040,Phthalo Blue
S3E13,Peaceful Waters,#102E3C,Phthalo Green
S3E13,Peaceful Waters,#FFEC00,Cadmium Yellow
S3E13,Peaceful Waters,#C79B00,Yellow Ochre
S3E13,Peaceful Waters,#FFFFFF,Titanium White
S4E1,Purple Splendor,#4E1500,Alizarin Crimson
S4E1,Purple Splendor,#221B15,Van Dyke Brown
S4E1,Purple Splendor,#0C0040,Phthalo Blue
S4E1,Purple Splendor,#FFFFFF,Titanium White
S4E2,Tranquil Valley,#0A3410,Sap Green
S4E2,Tranquil Valley,#4E1500,Alizarin Crimson
S4E2,Tranquil Valley,#221B15,Van Dyke Brown
S4E2,Tranquil Valley,#0C0040,Phthalo Blue
S4E2,Tranquil Valley,#FFEC00,Cadmium Yellow
S4E2,Tranquil Valley,#C79B00,Yellow Ochre
S4E2,Tranquil Valley,#FFB800,Indian Yellow
S4E2,Tranquil Valley,#DB0000,Bright Red
S4E2,Tranquil Valley,#FFFFFF,Titanium White
S4E2,Tranquil Valley,#8A3324,Burnt Umber
S4E3,Majestic Mountains,#0A3410,Sap Green
S4E3,Majestic Mountains,#4E1500,Alizarin Crimson
S4E3,Majestic Mountains,#221B15,Van Dyke Brown
S4E3,Majestic Mountains,#021E44,Prussian Blue
S4E3,Majestic Mountains,#0C0040,Phthalo Blue
S4E3,Majestic Mountains,#102E3C,Phthalo Green
S4E3,Majestic Mountains,#FFEC00,Cadmium Yellow
S4E3,Majestic Mountains,#C79B00,Yellow Ochre
S4E3,Majestic Mountains,#FFB800,Indian Yellow
S4E3,Majestic Mountains,#DB0000,Bright Red
S4E3,Majestic Mountains,#FFFFFF,Titanium White
S4E3,Majestic Mountains,#8A3324,Burnt Umber
S4E4,Winter Sawscape,#000000,Midnight Black
S4E4,Winter Sawscape,#021E44,Prussian Blue
S4E4,Winter Sawscape,#FFEC00,Cadmium Yellow
S4E4,Winter Sawscape,#DB0000,Bright Red
S4E4,Winter Sawscape,#FFFFFF,Titanium White
S4E4,Winter Sawscape,#000000,Black Gesso
S4E4,Winter Sawscape,#8A3324,Burnt Umber
S4E5,Evening Seascape,#4E1500,Alizarin Crimson
S4E5,Evening Seascape,#221B15,Van Dyke Brown
S4E5,Evening Seascape,#021E44,Prussian Blue
S4E5,Evening Seascape,#0C0040,Phthalo Blue
S4E5,Evening Seascape,#102E3C,Phthalo Green
S4E5,Evening Seascape,#FFEC00,Cadmium Yellow
S4E5,Evening Seascape,#DB0000,Bright Red
S4E5,Evening Seascape,#FFFFFF,Titanium White
S4E5,Evening Seascape,#000000,Black Gesso
S4E5,Evening Seascape,#8A3324,Burnt Umber
S4E6,Warm Summer Day ,#0A3410,Sap Green
S4E6,Warm Summer Day ,#4E1500,Alizarin Crimson
S4E6,Warm Summer Day ,#221B15,Van Dyke Brown
S4E6,Warm Summer Day ,#021E44,Prussian Blue
S4E6,Warm Summer Day ,#0C0040,Phthalo Blue
S4E6,Warm Summer Day ,#FFEC00,Cadmium Yellow
S4E6,Warm Summer Day ,#C79B00,Yellow Ochre
S4E6,Warm Summer Day ,#FFB800,Indian Yellow
S4E6,Warm Summer Day ,#DB0000,Bright Red
S4E6,Warm Summer Day ,#FFFFFF,Titanium White
S4E6,Warm Summer Day ,#8A3324,Burnt Umber
S4E7,Cabin in the Woods,#0A3410,Sap Green
S4E7,Cabin in the Woods,#4E1500,Alizarin Crimson
S4E7,Cabin in the Woods,#221B15,Van Dyke Brown
S4E7,Cabin in the Woods,#0C0040,Phthalo Blue
S4E7,Cabin in the Woods,#102E3C,Phthalo Green
S4E7,Cabin in the Woods,#FFEC00,Cadmium Yellow
S4E7,Cabin in the Woods,#C79B00,Yellow Ochre
S4E7,Cabin in the Woods,#FFB800,Indian Yellow
S4E7,Cabin in the Woods,#DB0000,Bright Red
S4E7,Cabin in the Woods,#FFFFFF,Titanium White
S4E7,Cabin in the Woods,#8A3324,Burnt Umber
S4E8,Wetlands,#0A3410,Sap Green
S4E8,Wetlands,#4E1500,Alizarin Crimson
S4E8,Wetlands,#221B15,Van Dyke Brown
S4E8,Wetlands,#021E44,Prussian Blue
S4E8,Wetlands,#FFEC00,Cadmium Yellow
S4E8,Wetlands,#C79B00,Yellow Ochre
S4E8,Wetlands,#FFB800,Indian Yellow
S4E8,Wetlands,#DB0000,Bright Red
S4E8,Wetlands,#FFFFFF,Titanium White
S4E8,Wetlands,#8A3324,Burnt Umber
S4E9,Cool Waters,#0A3410,Sap Green
S4E9,Cool Waters,#4E1500,Alizarin Crimson
S4E9,Cool Waters,#221B15,Van Dyke Brown
S4E9,Cool Waters,#021E44,Prussian Blue
S4E9,Cool Waters,#0C0040,Phthalo Blue
S4E9,Cool Waters,#102E3C,Phthalo Green
S4E9,Cool Waters,#FFEC00,Cadmium Yellow
S4E9,Cool Waters,#C79B00,Yellow Ochre
S4E9,Cool Waters,#FFB800,Indian Yellow
S4E9,Cool Waters,#DB0000,Bright Red
S4E9,Cool Waters,#FFFFFF,Titanium White
S4E9,Cool Waters,#8A3324,Burnt Umber
S4E10,Quiet Woods,#0A3410,Sap Green
S4E10,Quiet Woods,#4E1500,Alizarin Crimson
S4E10,Quiet Woods,#221B15,Van Dyke Brown
S4E10,Quiet Woods,#0C0040,Phthalo Blue
S4E10,Quiet Woods,#102E3C,Phthalo Green
S4E10,Quiet Woods,#FFEC00,Cadmium Yellow
S4E10,Quiet Woods,#C79B00,Yellow Ochre
S4E10,Quiet Woods,#FFB800,Indian Yellow
S4E10,Quiet Woods,#DB0000,Bright Red
S4E10,Quiet Woods,#FFFFFF,Titanium White
S4E10,Quiet Woods,#8A3324,Burnt Umber
S4E11,Northwest Majesty,#0A3410,Sap Green
S4E11,Northwest Majesty,#4E1500,Alizarin Crimson
S4E11,Northwest Majesty,#221B15,Van Dyke Brown
S4E11,Northwest Majesty,#021E44,Prussian Blue
S4E11,Northwest Majesty,#FFEC00,Cadmium Yellow
S4E11,Northwest Majesty,#FFB800,Indian Yellow
S4E11,Northwest Majesty,#DB0000,Bright Red
S4E11,Northwest Majesty,#FFFFFF,Titanium White
S4E11,Northwest Majesty,#000000,Liquid Black
S4E11,Northwest Majesty,#8A3324,Burnt Umber
S4E12,Autumn Days,#0A3410,Sap Green
S4E12,Autumn Days,#4E1500,Alizarin Crimson
S4E12,Autumn Days,#221B15,Van Dyke Brown
S4E12,Autumn Days,#021E44,Prussian Blue
S4E12,Autumn Days,#0C0040,Phthalo Blue
S4E12,Autumn Days,#102E3C,Phthalo Green
S4E12,Autumn Days,#FFEC00,Cadmium Yellow
S4E12,Autumn Days,#C79B00,Yellow Ochre
S4E12,Autumn Days,#FFB800,Indian Yellow
S4E12,Autumn Days,#DB0000,Bright Red
S4E12,Autumn Days,#FFFFFF,Titanium White
S4E12,Autumn Days,#8A3324,Burnt Umber
S4E13,Mountain Challenge,#0A3410,Sap Green
S4E13,Mountain Challenge,#4E1500,Alizarin Crimson
S4E13,Mountain Challenge,#221B15,Van Dyke Brown
S4E13,Mountain Challenge,#021E44,Prussian Blue
S4E13,Mountain Challenge,#0C0040,Phthalo Blue
S4E13,Mountain Challenge,#102E3C,Phthalo Green
S4E13,Mountain Challenge,#FFEC00,Cadmium Yellow
S4E13,Mountain Challenge,#C79B00,Yellow Ochre
S4E13,Mountain Challenge,#FFB800,Indian Yellow
S4E13,Mountain Challenge,#FFFFFF,Titanium White
S5E1,Mountain Waterfall,#0A3410,Sap Green
S5E1,Mountain Waterfall,#4E1500,Alizarin Crimson
S5E1,Mountain Waterfall,#221B15,Van Dyke Brown
S5E1,Mountain Waterfall,#0C0040,Phthalo Blue
S5E1,Mountain Waterfall,#102E3C,Phthalo Green
S5E1,Mountain Waterfall,#FFEC00,Cadmium Yellow
S5E1,Mountain Waterfall,#C79B00,Yellow Ochre
S5E1,Mountain Waterfall,#FFB800,Indian Yellow
S5E1,Mountain Waterfall,#DB0000,Bright Red
S5E1,Mountain Waterfall,#FFFFFF,Titanium White
S5E1,Mountain Waterfall,#8A3324,Burnt Umber
S5E2,Twilight Meadow,#0A3410,Sap Green
S5E2,Twilight Meadow,#4E1500,Alizarin Crimson
S5E2,Twilight Meadow,#221B15,Van Dyke Brown
S5E2,Twilight Meadow,#0C0040,Phthalo Blue
S5E2,Twilight Meadow,#102E3C,Phthalo Green
S5E2,Twilight Meadow,#FFEC00,Cadmium Yellow
S5E2,Twilight Meadow,#C79B00,Yellow Ochre
S5E2,Twilight Meadow,#FFB800,Indian Yellow
S5E2,Twilight Meadow,#DB0000,Bright Red
